headword,pos,supplement,entry,meaning,ipa,word_id,example_sentence,translated_sentence,sentence_id
,,,past,"(場所)を通り越して,の先に  / (時刻)を過ぎて;(年齢)を過ぎて  / (能力・限度など)を越えて,の及ばない  / (ある数・量)を越えて,…以上",/pæst/,30806,I walked past the park.,私は公園を通り越して歩きました。,3002535
,,,perfect,"完全な,欠点のない,申し分のない  / (必要なものが)完全にそろった  / (写しなどが原物に)正確な  / 《名飼の前にのみ用いて》全くの  / (文法で)完了の  / 《the ~》完了時制  / 〈C〉完了形(完了時制の動詩形)  / …‘を'完鮮にする",/'pɜːrfɪkt/,31292,She has a perfect score on the test.,彼女はテストで満点を取った。,3002707
,,,pack,"包み, 束 / 《...の一つの》 包み 《of ...》 / 《...の》 群れ, 隊 《of ...》",/pæk/,30309,I need to pack my suitcase for the trip.,旅行のためにスーツケースに荷物を詰める必要があります。,3002413
,,,phone,〈他〉に電話をかける  / 〈自〉電話する,/fəʊn/,31650,I'll phone you later,後であなたに電話します,1623214
,,,plant,"(動物に対して)植物 / 草木,(樹木に対して)草,草本(そうほん) ( 木部があまり発達せず地上部が一年で枯れる植物) / 苗,苗木 / 生産設備,工場,プラント設備,装置 / 《俗》(人をおとしいれる)わな,おとり",/plænt/,32152,The rabbit eats plants for food.,ウサギは食べ物として植物を食べます。,3002833
,,,proper,"（目的に）適切な, ふさわしい / 正式の",/'prɑpər/,33676,It is proper to dress formally for a job interview.,仕事の面接では正装するのが適切です。,3003232
,,,pretty,"(女・子供などが)きれいな, かわいらしい / (目・耳・心に) 快い,楽しい / 《話》(数量・規模・範囲などが) かなり大きい,相当な /",/'prɪti/,33283,The girl had a pretty dress on.,彼女はきれいなドレスを着ていた。,1623676
,,,program,"(催し物,テレビ・ラジオなど全体の)『プログラム』,『番組表』 / 『番組』, (特に)ラジオ番組,テレビ番組 / (行動の)『計画』,予定[表] / 手順,段取り / (学校の)教科課程[表] / (政党の)綱領,政策要綱 / (コンピューターの）プログラム",/prəʊˈɡræm/,33571,I attended a program at the local community center.,私は地元のコミュニティセンターで催し物に参加しました。,3003205
,,,pull,"《しばしば副詞[句]を伴って》〈物〉‘を'引く,引っ張る,引いて動かす  / 〈人・人の体の一部・衣服など〉‘を'ぐいと引っ張る,強く引く  / …‘を'引き抜く,引き離す,取りはずす  / 《副詞[句]を伴って》〈布など〉‘を'引き裂く,引きちぎる  / 〈筋肉など〉‘を'引っ張って痛める,引きつらせる  / 《話》〈観客・支持者など〉‘を'引きつける,集める  / 《話》(…に向かって)〈ナイフ・ピストルなど〉を引き抜く《+名+on+名》  / 《米話》〈悪事・策略・冒険など〉‘を'やってのける  / 引っ張る,引く  / 引っ張られる,引ける  / 引きずるように動く  / こぐ,こいで進む",/pʊl/,34027,He pulled the heavy suitcase up the stairs.,彼は重いスーツケースを引いて階段を上がった。,3003316
,,,river,"川  / (水以外のものの)流れ,多量の流出《+of+名》",/ˈrɪvər/,36267,The river was so beautiful that it captivated my heart.,その川はとても美しくて、私の心を惹きつけた。,1623724
,,,pop,"ポンとはじける, ポンと音がする / …をポンと鳴らす",/pɒp/,32627,The balloon popped when I sat on it.,私が座った時に風船がポンとはじけた。,3002951
,,,radio,ラジオ[放送]  / 〈C〉ラジオ[受信機]  / 〈U〉無線電信 / 〈C〉無線による通信  / ラジオの;無電(無線)の,/ˈreɪdi.oʊ/,34603,I bought a radio for my bedroom.,私は自分の部屋用にラジオを買った。,1623706
,,,rain,《通例itを主語にして》雨が降る  / 雨のように降る  / (…に)…‘を'雨のように降らす《+名+on(upon)+名》,/reɪn/,34686,I hope it doesn't rain tomorrow.,明日雨が降らないことを願います。,1623219
,,,question,"〈C〉質問, 問い, 質疑 / (討論・考慮すべき)問題 / 〈U〉疑問",/kwɛs.tʃən/,34394,What is the question?,どんな質問なのですか？,1623693
,,,quite,"《英》(平均・期待と比べて) 割と, 比較的に / 全く, 完全に / 《米》《形容詞・副詞を修飾して》かなり, 相当に / ほんとうに",/kwaɪt/,34463,She is quite tall for her age.,彼女は年齢の割にかなり背が高い。,3003367
,,,rich,"金持ちの, 富んだ / ぜいたくな / 豊かな / 濃い / 《話》非常におもしろい,こっけいな",/rɪtʃ/,36109,He is a rich man.,彼は金持ちの男です。,1623722
,,,raise,"〈他〉を上げる / (倒れたものを)を起こす/ を高める,を増やす, を向上させる / を育てる / を募る /を提起する【名】昇給(額)；上げること",/reɪz/,34701,She asked her boss for a raise.,彼女は上司に昇給を求めた。,3003463
,,,road,"道路；…通り,…街,…街道",/roʊd/,36285,I live on a quiet road.,私は静かな道沿いに住んでいます。,3003914
,,,responsible,"責任がある,信頼できる / 《...の》原因である《for》",/rɪˈspɒnsəbəl/,35837,She is responsible for managing the project.,彼女はプロジェクトの管理を担当しています。,3003802
,,,rid,〈他〉《 AからBを》除去する / 解放する《 A of B 》,/rɪd/,36124,He rid himself of all his bad habits.,彼は自分自身の悪い習慣をすべて断ち切った。,3003867
,,,rock,"〈他〉(前後あるいは左右に)を揺り動かす, を振動させる / 〈自〉揺れ動く, 震動する",/rɑk/,36329,The boat rocked back and forth on the rough sea.,船は荒れた海で前後に揺れた。,3003930
,,,room,"〈C〉部屋,室  / 〈U〉(人・物の占める)場所,空間(space)  / 〈U〉(事を)受け人れる余地《+for+名(doing)  / 《the room》《集合的に》部屋にいる人々,同席している人たち  / 〈C〉《複数形で》(一部屋または数部屋ある)貨し間,下宿",/ruːm/,36456,I will go to the room.,私は部屋に行きます。,1623726
,,,rough,"(表面が)粗い,ざらざらした,きめの粗い / でこぼこの  / (動きなどが)荒っぽい;(空・海などが)荒れた  / (人・態度などが)粗野な,荒々しい,無作法な  / おおよその,あらましの  / (ダイヤモンドなど)自然のままの,未加工の  / 《話》困難な,つらい,ひどい;(…に)ひどい,むごい《+on+名》  / (生活が)非文化的な,不便な  / 毛深い,毛むくじゃらの,毛が刈ってない",/rʌf/,36530,The surface of the table is rough.,テーブルの表面は粗いです。,3003968
,,,rule,"〈C〉規則,規定;法則  / 〈C〉慣例,慣習;通例,通則  / 〈U〉支配,統治;統治期間;統治権  / 〈C〉ものさし,定規(ruler)",/ruːl/,36686,The school has a strict rule about attendance.,学校には出席に関する厳しいルールがある。,1623728
,,,run,"走る,駆ける / 〈人が〉(…に)急ぐ,突進する《+for(to)+名》  / さっと逃げる,走り去る  / 急いで(とょっと)出かける(尋ねる)  / 〈乗り物が〉走る,(定期的に)運行する  / 自由に動く(動き回る)  / (…に)立候補する《+for+名》  / (進行形にできない)(ある方向へ)延びている,続いている  / (ある方向へ)〈植物が〉伸びている,はい延びている  / 〈物事が〉動く,機能を働かせる  / 〈事が〉続く,継続する  / (ある状態,特に困った状態に)なる,陥る,達する  / 〈記憶・考えなどが〉さっと頭(心)に浮かぶ,脳裏を走る",/rʌn/,36717,I usually run in the morning for exercise.,私は通常、運動のために朝に走ります。,1623229
,,,safe,"安全な,危険のない  / 《come,arrive,bring,keepなどの補語にのみ用いて》無事な(に)  / 危険を引き起こさない,危害を加えない  / 安全を心がける,危険をおかさない  / 確かな,まちがいのない  / (野球で)セーフの  / 金庫  / (食料などを入れる)安全戸棚,貯蔵容器",/seɪf/,36891,It is important to always wear a helmet while riding a bike to stay safe.,自転車に乗る際には常にヘルメットを着用して安全を確保することが重要です。,3004067
,,,something,"何か,あるもの,あること  / (…を)いくらか,多少,いささか《+of+名》  / 重要なこと(もの,人),かなりのもの,相当な人  / 何か現実のもの;実在するもの,実在  / 何か食べ物(飲み物)  / 何々,これこれ  / いくぶん,多少",/sʌmθɪŋ/,39916,"I don't know what it is, but I'll find out something.",それが何なのかは分かりませんが、何かはわかるでしょう。,1623804
,,,roughly,"手荒く,乱暴に,ぞんざいに / おおよそ,概略",/ˈrʌfli/,36540,He roughly estimated the cost of the project.,彼はプロジェクトのコストをおおよそ見積もった。,1627868
,,,science,"〈U〉科学;(特に)自然科学  / 〈C〉(個々の)科学,学問  / 〈U〉〈C〉(修練を要する)技術,わざ",/saɪəns/,37449,Science is the study of the natural world.,科学とは自然界の研究である。,1623737
,,,sea,"〈U〉海,海洋；〖形容詞的に〗海の；...海；波；海岸",/siː/,37663,The sea is beautiful.,海は美しい。,1623739
,,,seem,"(進行形にできない)(…のように)見える,思われる",/siːm/,37876,You seem tired.,疲れているように見える。,3004295
,,,self,"(他人と区別して)自己,自分,自身  / 〈C〉(人・物の)本質,個性;性格の一面  / 〈U〉私利,私欲,私心  / 同じ材料でできた,共ぎれの",/sɛlf/,37923,I am true to myself.,自分自身に忠実である。,1623744
,,,seriously,"真剣に,まじめに,本気で / (事態・問題が)重大に,深刻で / 慎重に / 《話》 本気かい？ / 《話・文修飾》 真面目な話だけど",/sɪəriəsli/,38219,I seriously need to finish this project by tomorrow.,明日までにこのプロジェクトを終わらせなければならない。,3004366
,,,server,奉仕者 / サーバー,/'sɜːrvər/,38237,The server brought us our drinks.,店員が私たちのドリンクを運んできました。,3004374
,,,sense,"〈C〉(五感による)感覚;(…の)感覚《+of+名》  / 〈U〉《しばしばa~》(…の)感じ,気持ち《+of+名》  / 〈U〉《a~,one's~》(…の)理解(認識)力,観念,センス《+of+名》  / 《one's senses》正常な感覚,正気  / 〈C〉《しばしば冠詩をつけないで》分別,良識  / 〈C〉(行動・発言・文などの)意義,意味(meaning)《+of(in)+名(doing)》  / 〈U〉(…の)(全体的な)意向,動向《+of+名》",/sɛns/,38099,I have a keen sense of smell.,私は嗅覚が鋭いです。,3004336
,,,seven,"〈C〉(数の)7;7の記号(7,VIIなど)  / 〈U〉7時,7分;7歳  / 〈C〉(カードの)7の札  / 〈C〉七つ(7人,7個)一組のもの  / 〈U〉《複数扱い》7人,7個  / 71の,7人の,7個の  / 《補語にのみ用いて》7歳の(で)",/'sɛvən/,38283,There are seven days in a week.,週には7日あります。,3004382
,,,soon,"間もなく,近いうちに  / 早く,早目に  / 速やかに,さっさと",/suːn/,39949,I will finish it soon.,それはすぐに終わります。,1623807
,,,short,"急に,突然",/ʃɔrt/,38663,He stopped short when he saw the car coming towards him.,彼は車が近づいてくるのを見て急に止まった。,3004485
,,,sick,"(人が)病気の / 《補語にのみ用いて》《…に》うんざりして,あきあきして《of ...》 / 《補語にのみ用いて》《…に》がっかりして《at, about ...》",/sɪk/,38823,She looks sick and needs to see a doctor.,彼女は病気のようで、医者に診てもらう必要があります。,3004541
,,,sign,"(ある事実・状態・感情などの)表れ,印,気配,徴侯(indication);(…の)こん跡,計跡《+of+名》・身ぶり,手まね,合図  / 標識,看板  / (数学・音楽などの)記号  / (…の)象徴,シンボル(symbol)《+of+名》 / 《文》(…の)前兆,きざし《+of+名》 / 宮(きゅう)(黄道12区分の一つ)",/saɪn/,38899,I saw a sign on the wall.,壁に看板があるのを見た。,1623768
,,,sister,"(父母,またその一方が同じ)~,妹,女のきょうだい  / (姉妹のように)親しい女の友(仲間)  / (教会・クラブなどの)婦人会員  / (カトリック教会の)修道女,尼僧,シスター  / 《英》看護婦長  / 姉妹のような関係にある",/'sɪstər/,39088,My sister is very kind.,私の姉はとても優しい。,1623771
,,,share,〈他〉を共にする〈自〉《...の》分配にあずかる《 in ...》,/ʃɛər/,38423,We shared the secret among us.,私たちの間でその秘密を共有した。,1623749
,,,situation,"(人の)立場,状態,境遇  / (事の)事態,形勢,情況  / 位置,環境  / 《文》就職口,勤め口",/sɪtʃuˈeɪʃən/,39107,"In this situation, it is important to consider the other person's perspective.",この立場では、相手の視点を考慮することが重要です。,3004614
,,,sixty,"〈C〉(数の)60;60の記号(60,LXなど)  / 〈U〉60歳  / 《複数扱い》60人,60個  / 《the sixties》(世紀の)60年代;《one's sixties》(年齢の)60代  / 60の,60人の,60個の  / 《補語にのみ用いて》60歳の(で)",/ˈsɪksti/,39125,There are sixty students in the class.,クラスには60人の生徒がいます。,3004620
,,,slowly,"遅く,ゆっくり",/'sləʊ.li/,39442,He walked slowly towards the park.,彼は遅く公園に向かって歩いた。,3004689
,,,small,"(大きさが)小さい,小形の;(量が)少ない,わずかな  / 取るに足りない,ささいな(trivial)  / 《名詞の前にのみ用いて》(仕事・活動などが)小規模の,ささやかな  / 心が狭い,利己的な  / (音・声が)弱い,小さい  / (文字が)小型の,小文字の  / 《the~》小さいもの;(…の)細い部分《+of+名》  / 《複数形で》《英》(衣類・ハンカチなどの)小物,小間物  / 小さく,細かく  / (声などが)低く,弱く  / 小規模に,こぢんまりと",/smɔːl/,39483,The room was small.,部屋は小さかった。,1624460
,,,situate,【動/他】(ある状態・境遇に)...を置く / を位置させる,/sɪˈtʃueɪt/,39105,The hotel is situated in a beautiful location overlooking the ocean.,ホテルは海を見下ろす美しい場所に位置しています。,3004610
,,,soft,"(押されて形を変えるほど)柔らかい  / (木材・金属などが,同種の中で比較的)柔らかい  / (斤ざわりの)なめらかな,すべすべした  / (声・音が)穏やかな,低い,静かな  / (見た目に)どぎつくない,落ち着いた  / (天候・気候が)穏やかな,温和な  / (心・言動が)優しい,もの柔らかな  / (体または精神などが)軟弱な,虚弱な  / (市況・相場が)弱気の,下がり気味の  / (水が)軟性の  / (水音が)軟音の  / アルコール分を含まない  / 柔らかに  / 静かに",/sɒft/,39785,The pillow is so soft that it changes shape when pressed.,枕は押されると形を変えるほど柔らかいです。,3004775
,,,smoke,"〈U〉煙,霧 〈C〉喫煙",/sməʊk/,39542,The sky was filled with a thick smoke from the fire.,空は火事による濃い煙で満たされていた。,1623784
,,,spring,"〈C〉〈U〉春 / 〈C〉跳ぶこと / バネ / 《複数形で》 泉 / 〈U〉《...の》弾力 《of, in ...》 /",/sprɪŋ/,40491,The birds are singing in the spring.,春になると鳥たちが歌い始める。,1623814
,,,square,"正方形;四角な物;(チェス・チェッカーなどの盤の,正方形の)目,ます目  / (四角い)広場(街路の交差点にあって,しばしば中央に植木や芝などが植えてあり,小公園になっている);《おもに英》広場の回りの建物(街路)(《略》Sq.)  / (四方を街路で囲まれた方形の)一区画,ブロック  / 直角定規,かね尺  / (数の)2乗,平方(《略》sq.)  / 《俗》旧式な人  /",/skwɛər/,40554,The park has a beautiful square with a fountain in the center.,公園には中央に噴水のある美しい広場があります。,3004960
,,,telephone,〈C〉電話機  / 〈U〉電話(《話》phone)  /,/ˈtɛləfoʊn/,42750,I need to check the telephone number I wrote down yesterday.,昨日書いた電話番号を確認しないといけない。,1623858
,,,tell,"…‘を'話す,語る,言う;〈人〉‘に'話す  / 《tell+名〈人〉+to do》(…するように)〈人〉‘に'命じる  / …‘を'見分ける,識別する  / …‘が'分かる,‘を'知る  / …‘を'表す  / 《古》…‘の'数を勘定する,‘を'数える　語る　(…を)物語る,示す《+of+名》  / (人のことを)告げ口する,密告する《+on+名》  / 《can, be able to などを伴う否定文・疑問文で用いて》(…について)分かる,知る《+about+名》  / (…に)力を発揮する,効きめがある,影響する《+on(against)+名》",/tɛl/,42770,I will tell you the truth.,あなたに真実を話します。,1623860
,,,steal,"(…から)〈物〉‘を'盗む《+名〈物〉+from+名》  / (…から)…‘を'こっそり取る,うまく手に入れる+名+from+名》  / (野球で)〈塁〉‘を'盗む,‘に'盗塁する  / 盗みをする  / 《方向・場所を表す副詞[句]を伴って》こっそり動く  / 〈U〉《米話》こっそりと盗むこと;〈C〉盗品  / 〈C〉《単数形で》《米話》格安品,掘り出し物  / 〈C〉(野球で)盗塁",/stiːl/,40865,He tried to steal money from the bank.,彼は銀行からお金を盗もうとした。,3005073
,,,stop,"〈動いているもの〉‘を'止める  / 〈供給など〉‘を'停止する  / …‘を'阻止する,やめさせる  / 〈自分がしていること〉‘を'やめる,中断する  / 〈穴・口など〉‘を'ふさぐ,〈びんなど〉‘に'せんをする  / 〈相手の一撃など〉‘を'かわす;〈相手〉‘を'打ち負かす,ノックアウトする  / 〈楽器の弦・穴〉‘を'指で押さえる,〈音〉‘を'指で押さえて出す  / 〈動いているものが〉止まる,停止する,立ち止まる  / 〈仕事・話などが〉中断する;〈雨などが〉やむ  / 〈人が〉仕事(話など)をやめる,手を休める,一息つく",/stɑp/,41136,Please stop the car.,車を止めてください。,3005136
,,,terrible,"恐ろしい,怖い  / ひどい,すさまじい  / 《話》ひどく悪い,不愉快な",/'tɛrəbəl/,42899,The weather was terrible yesterday.,昨日の天気は最悪だった。,1623863
,,,thank,"(…のことで)〈人〉‘に'感謝する,礼を言う《+名+for+名(doing)》",/θæŋk/,42978,I thanked her for her help.,彼女の助けに感謝した。,1623865
,,,test,"〈C〉(人の能力などの)試験, テスト / 《物事の》 試験 《of ...》 / 化学分析",/tɛst/,42923,I need to take a test.,テストを受けなくてはなりません。,1623864
,,,sure,"《補語にのみ用いて》(人が)確信して,自信をもって  / 《補語にのみ用いて》(物事が)確実な  / (修事が)確固とした,確実な  / (人が)信頼のおける,安心のできる",/ʃʊr/,41928,The sure way to success is to keep trying.,成功への確かな道は、努力を続けることです。,1623843
,,,surprise,"《しばしば受動態で》…‘を'驚かす,びっくりさせる  / …‘を'不意をつく,虚をつく  / …‘を'急襲する,寄襲する",/sərˈpraɪz/,41962,They surprised the enemy at dawn.,彼らは夜明けに敵を急襲した。,21841
,,,sweet,"(砂糖のように)甘い;砂糖の入った  / 心地よい,香りのよい,美しい,おいしい  / 新鮮な,腐っていない  / (性質などが)人好きのする,気だてのよい,優しい,親切な  / (酒が)甘口の  /",/swiːt/,42091,The sweet aroma of flowers filled the room.,花の香りが部屋を満たしていた。,1623846
,,,swim,"泳ぐ,水泳をする  / (水上・空中などに)浮かぶ  / (水などの液体で)いっぱいになる,あふれる《+with+名》・(…に)浸る《+in+名》  / 〈物ず〉ぐるぐる回るように見える;〈頭などが〉くらくらする  / 〈河など〉‘を'泳いで渡る,〈ある距離〉‘を'泳ぐ /《副詞[句]を伴って》〈人など〉‘を'泳がせる;〈船〉‘を'浮かせる",/swɪm/,42129,I love to swim in the ocean.,私は海で泳ぐのが大好きです。,3005408
,,,talk,"『話す』,しゃべる,物を言う,口を利く  / (考えなどを伝えるために)《〈人〉と〈事〉について》『語る』, 話し合う,論ずる《to, with 〈人〉 about, of, on 〈事〉》  / うわさ話をする;秘密をもらす  / (言語以外の方法で)話す,合図する  / …をことを話す,を論ずる  / 〈言語・方言〉を話す,を使う  / 〈人〉に話す",/tɔːk/,42424,I love to talk about books.,私は本について話すのが好きです。,3005496
,,,taste,"〈U〉〈C〉味覚 / 《...の》味, 風味《of ...》 / 《…の》好み, 趣味《in, for ...》",/teɪst/,42557,The cake has a delicious taste.,ケーキは美味しい味がする。,3005524
,,,team,"(スポーツの)チーム  / (共に仕事などをする)一団,一組  / (荷車を引く2頭以上の牛馬などの)一組  /",/tim/,42656,I am a member of the basketball team.,私はバスケットボールチームのメンバーです。,1623857
,,,that,"《人・物・事・時などを指して,あるいは述べたこと全体を受けて》あれ,それ,あの(その)こと(人,物,時)  / 《前に述べた語・句・節を繰り返すことを避けて》(…の)それ  / 《後に述べる語・句・節を指して》  / 《this と対照させて二つのもののうち遠いほうを指して》あれ,そちら,あちら;(this の後者に対して)前者  / 《関係代名詞 which の先行詞に用いて》(…するところの)もの,こと",/ðæt/,42985,I'm not sure if I can do that.,それはできるかどうかあやふやです。,1623392
,,,symbol,"(…の)象徴,シンボル《+of+名》  / (化学・数学・音楽などに用いられる)(…を表す)記号,符号《+for+名》",/'sɪmbəl/,42214,The Statue of Liberty is a symbol of freedom.,自由の女神は自由の象徴である。,3005430
,,,thirteen,"〈C〉(数の)13;13の記号  / 〈U〉(24時間制の)13時,13分,13歳  / 《複数扱い》13人,13個  / 13の,13人の,13個の  / 《補語にのみ用いて》13歳の(で)",/ˈθɜːrtiːn/,43162,There are thirteen students in the classroom.,教室には13人の生徒がいます。,3005721
,,,those,"それら, あれら, あの人たち  / 《複数名詞の反復を避けて》《…の》それ《of ...》  / 《[[those who…|those who]]の形で》(…である,…する)人たち",/ðoʊz/,43186,Those are my books.,それらは私の本です。,3005729
,,,throw,"…を投げる,をほうる  / 《…に》…を投げつける,〈ミサイル・弾丸など〉を発射する《at ...》 / 《…に》〈光・影〉を浴びせる《on, over ...》",/θroʊ/,43260,He likes to throw the ball.,彼はボールを投げるのが好きです。,3005773
,,,time,"〈U〉《冠詞をつけずに》(空間に対しての)時間,時 / 〈U〉(時計で示される)時刻 / 〈U〉(ある方式で決められる)標準時 / 〈C〉〈U〉(特定の)時,頃 / 〈U〉《しばしば A ~》(ある長さの)期間 / 《しばしば複数形で》(歴史上の)時代 / 〈C〉…回,度 / 〈C〉…倍",/taɪm/,43406,I don't have enough time to finish my homework.,宿題を終わらせるのに十分な時間がありません。,3005683
,,,together,"いっしょに,共に,連れ立って  / 一団(一体)となるように  / 互いに(…し合う)  / 協力して,一致して,調和して  / ひっくるめて,総合して  / 同時に,一度に",/təˈɡɛðər/,43581,We worked together to finish the project.,プロジェクトを完成するために一緒に働きました。,1623881
,,,track,"《しばしば複数形で》(車・船などの)通った跡,(人・動物の)足跡  / (人・獣などが通ってできた)小道  / 進路,航路  / (行動において)採るべき道,方針,人生航路  / 線路  / (競走のために設けられた)走走路,トラック;《集合的に》トラック競技  / (録音テープの)音帯  /",/træk/,43882,The track of the car was clearly visible on the muddy road.,車の通った跡が泥だらけの道路にはっきりと見えました。,3005877
,,,Tuesday,"火曜日({略}Tu.,Tues.)",/tʃuzˈdeɪ/,44467,I'm looking forward to Tuesday.,私は火曜日を楽しみにしています。,1623902
,,,trip,"旅行,出張；外出；つまづき；",/trɪp/,44268,I'm planning a trip to the beach.,私はビーチへの旅行を計画しています。,1623897
,,,truly,"偽りなく,心から  / まことに,全く(indeed);ほんとうに,実に(really)  / 正確に,寸分違わず(exactly)",/ˈtruːli/,44398,I truly believe in you.,私はあなたを本当に信じています。,3006003
,,,truth,"〈U〉(物事の)真実,事実,真相  / 〈U〉真実性,真実味,ほんとうのこと  / 〈C〉真理,原理  / 〈U〉誠実さ,実直さ,正直",/truːθ/,44426,The truth will always come out eventually.,真実はいつか必ず明るみに出る。,3006011
,,,try,"…‘に'努力する,‘を'努める  / …‘を'試す,してみる,使って(食べて,飲んで)みる  / 〈戸・窓など〉‘を'開けようとする  / 〈人〉‘を'裁く;〈事件〉‘を'裁判する  / 〈人〉‘を'つらい目に会わせる,悩ます  / …‘を'酷使する,疲れさせる  / 試みる,やってみる,努力する  /",/traɪ/,44429,I'm going to give it a try.,試してみます。,1623900
,,,unable,(…することが)できない,/ʌnˈeɪbl/,44804,I am unable to attend the meeting tomorrow.,明日の会議に出席することができません。,3006105
,,,unclear,はっきりしない,/ʌnˈklɪər/,44905,The instructions were unclear.,指示がはっきりしなかった。,3006117
,,,unemployment,"失業,失職  / 失業者[数]",/ˌʌnɪmˈplɔɪmənt/,45112,In the discussion the accent was on unemployment.,討論での重点は失業問題であった。,49039
,,,unless,"もし…でなければ,…でないかぎり",/ʌnˈlɛs/,45293,I will go to the party unless I have to work late.,もし遅くまで仕事がなければ、パーティーに行きます。,3006226
,,,us,"《we の目的格》我々を(に),私たちを(に)",/ʌs/,45668,We are proud of us.,私たち自身を誇りに思っている。,1623909
,,,useful,"役に立つ,有益な,助けとなる；〖it is ～(for A) to do〗 Aが…するのは役に立つ",/juːsfəl/,45684,This app is very useful for learning languages.,このアプリは言語学習にとても役に立ちます。,3006323
,,,very,"《副詞・形容詞・分詞形容詞を強めて》非常に,とても,たいへん,きわめて  / 《否定語と共に用いて》あまり,さほど,たいして(…でない)  / 《same, opposite, [one's]ownなどの前で》真に,まったく,ほんとうに  / 《古》まったくの,本物の,真の",/'vɛri/,46089,He spoke very quietly.,彼はとても静かに話した。,1623929
,,,visit,"〈人〉'を'訪問する,尋ねる  / …'を'見物に行く,見に行く  / 〈人〉‘の'客となる,家に滞在する  / (視察などのため)〈場所〉'を'訪れる,‘に'行く  / 《受動態で》《文》〈病気.災害などが〉…‘を'襲う,‘に'降り掛かる;〈考えなどが〉…〈に〉浮かぶ  / (…を)訪問する,見物する;《米》(…に)滞在する《+at(in)+名〈場所〉,+with +名〈人〉》  / 《米》(人と)おしゃべりする,雑談をする《+with+名〈人〉》",/'vɪzɪt/,46328,I want to visit my friend tomorrow.,明日は友達に会いに行きたいです。,3006479
,,,volunteer,"(…の)志願者,有志《+for+名(doing)》  / 志願兵,義勇兵",/vɑlənˈtir/,46449,They are in need of volunteers.,彼らはボランティアを必要としている。,23419
,,,wait,"待つ  / 〈事が〉そのままにしておける,延期できる  / (期待して)〈機会・合図など〉‘を'待ち受ける,待機する  / 《話》(人や物を待って)…‘を'遅らせる",/weɪt/,46583,I will wait for you here.,私はここであなたを待ちます。,1623933
,,,angle,"〈C〉かど,すみ / 角度 / 観点",/ˈæŋɡəl/,1537,The angle of the triangle is 90 degrees.,三角形の角度は90度です。,2996094
,,,war,"〈U〉戦争,戦争状態;交戦期間;〈C〉(個々の)戦争  / 〈U〉(ある特定の目的のための)争い,戦い,闘争;〈C〉(個々の)争い  / (…と)戦争をする,戦う,争う《+with(against)+名》",/wɔːr/,46657,The war caused a lot of destruction.,戦争は多くの破壊をもたらしました。,1623938
,,,wash,"…‘を'洗う,洗濯する  / 〈汚れ・しみなど〉‘を'洗い落とす《+名+away(off, out),+away(off, out)+名》;(…から)…‘を'洗い落とす《+名+off(out of)+名》  / 〈人・舟・家屋など〉‘を'洗い流す,押し流す《+名+away(along,down,up),+away(along,down,up)+名》,(…から)…‘を'洗い流す《+名+off(away from)+名》  / 〈波などが〉〈岸など〉‘を'洗う,‘に'打ち寄せる;〈雨などが〉…‘を'ぬらす,うるおす  / (塗料などで)…‘を'薄く塗る;…‘を'メッキする《+名+with+名》",/wɑʃ/,46726,I wash my clothes every week.,私は毎週洗濯物を洗います。,3006563
,,,waste,"(…に)〈金・時間・路力など〉‘を'むだに使う,浪費する《+名+on+名》  / 〈好機など〉‘を'利用しそこなう  / 〈体力など〉‘を'消耗させる,衰えさせる  / 《しばしば受動態で》〈国土など〉‘を'破壊する,  / 《米俗》…‘を'殺す(kill)  / 〈体が〉(だんだん)衰える,やせる,弱る《+away》  / 《まれ》〈物が〉(少しずつ)減る,少なくなる",/weɪst/,46767,Don't waste your time on meaningless tasks.,無駄な仕事に時間を使わないでください。,3006575
,,,which,"《疑問代名詞》《しばしば「of+複数名詞」を伴って》(一定数の人・物・事のうちで)どちら, どれ / 《関係代名詞》《制限用法》(…する,…した)ところの / 《関係代名詞》《非制限用法》(a)そしてそれは(を),それは…だが, (b)《副詞的な挿入節を導いて》…なことには",/wɪtʃ/,47225,Which book do you want to read?,どの本を読みたいですか？,3006682
,,,want,"〈他〉を欲する, を望む / ...したいと思う / ...を必要とする / 〈人・物が〉…を欠いている / 〈自〉困窮する / 《…に》欠ける, 必要とする《for ...》 /",/wɒnt/,46652,I want a new car.,私は新しい車が欲しい。,1623937
,,,whole,"《the ~,one's ~ の形で名詞の前に用いて》全体の,全部の,全…  / 《名詞の前にのみ用いて》(時間・距離などが)まる…,満…  / (物が)完全な,欠けていない;《名詞の後に置いて》丸ごとで,ひとかたまりに  / 《冠詞をつけずに複数名詞の前に用いて》ひじょうに多くの  / 《古》(人が)無傷の,(肉体的に)健康な  / 整数の,分数を含まない",/hoʊl/,47370,I ate the whole pizza by myself.,私は一人でピザを全部食べました。,3006718
,,,yesterday,"きのう,昨日  / 昨今,近ごろ;《古》過去  / きのうは,昨日は  / 昨今,近ごろ  / きのうの,昨今の",/jɛstərdeɪ/,48126,I saw her yesterday.,昨日彼女を見ました。,1623966
,,,whilst,【接続詞】《主に英・かたい書》～の間に（＝while）,/waɪlst/,47234,I like to listen to music whilst I study.,私は勉強する間に音楽を聴くのが好きです。,1632239
